Code,Metric,Year,Value
NZL,rgdpe,1970,48346.77344
NZL,pop,1970,2.818387
NZL,rgdpe,1980,56791
NZL,pop,1980,3.146619
NZL,rgdpe,1990,76854.85938
NZL,pop,1990,3.398172
NZL,rgdpe,2000,114906.9531
NZL,pop,2000,3.858999
NZL,rgdpe,2010,150140.7031
NZL,pop,2010,4.370062
NZL,rgdpe,2019,200567.4688
NZL,pop,2019,4.783063
OMN,rgdpe,1970,8944.172852
OMN,pop,1970,0.723851
OMN,rgdpe,1980,14558.37695
OMN,pop,1980,1.154377
OMN,rgdpe,1990,21165.97852
OMN,pop,1990,1.812161
OMN,rgdpe,2000,40377.47656
OMN,pop,2000,2.267973
OMN,rgdpe,2010,136989.6719
OMN,pop,2010,3.041434
OMN,rgdpe,2019,146761.0938
OMN,pop,2019,4.974986
PAK,rgdpe,1960,57457.05078
PAK,pop,1960,44.58648666
PAK,rgdpe,1970,113028.7578
PAK,pop,1970,58.14206
PAK,rgdpe,1980,170816.5313
PAK,pop,1980,78.054343
PAK,rgdpe,1990,288565.5313
PAK,pop,1990,107.647921
PAK,rgdpe,2000,406803.625
PAK,pop,2000,142.343578
PAK,rgdpe,2010,730766.0625
PAK,pop,2010,179.424641
PAK,rgdpe,2019,1036927.188
PAK,pop,2019,216.565318
PAN,rgdpe,1960,3390.803223
PAN,pop,1960,1.138800297
PAN,rgdpe,1970,8363.514648
PAN,pop,1970,1.519285
PAN,rgdpe,1980,13251.05176
PAN,pop,1980,1.978487
PAN,rgdpe,1990,16359.83887
PAN,pop,1990,2.470947
PAN,rgdpe,2000,29383.13086
PAN,pop,2000,3.030328
PAN,rgdpe,2010,57228.15234
PAN,pop,2010,3.642687
PAN,rgdpe,2019,125637.2891
PAN,pop,2019,4.246439
PER,rgdpe,1960,28604.31055
PER,pop,1960,10.13198224
PER,rgdpe,1970,52769.40625
PER,pop,1970,13.459794
PER,rgdpe,1980,76617.97656
PER,pop,1980,17.54761
PER,rgdpe,1990,81599.6875
PER,pop,1990,22.071433
PER,rgdpe,2000,139454.9688
PER,pop,2000,26.459944
PER,rgdpe,2010,297252.2813
PER,pop,2010,29.027674
PER,rgdpe,2019,403553.0625
PER,pop,2019,32.510453
PHL,rgdpe,1960,53766.98047
PHL,pop,1960,26.45960513
PHL,rgdpe,1970,88327.08594
PHL,pop,1970,35.803594
PHL,rgdpe,1980,159232.5
PHL,pop,1980,47.357743
PHL,rgdpe,1990,233166.1406
PHL,pop,1990,61.89516
PHL,rgdpe,2000,361121.5
PHL,pop,2000,77.991755
PHL,rgdpe,2010,544074
PHL,pop,2010,93.96678
PHL,rgdpe,2019,887153.875
PHL,pop,2019,108.116615
POL,rgdpe,1970,188512.8438
POL,pop,1970,32.639258
POL,rgdpe,1980,240582.1719
POL,pop,1980,35.53972
POL,rgdpe,1990,335214.8438
POL,pop,1990,37.960193
POL,rgdpe,2000,563612
POL,pop,2000,38.556693
POL,rgdpe,2010,903923.6875
POL,pop,2010,38.329781
POL,rgdpe,2019,1259558
POL,pop,2019,37.887768
PRT,rgdpe,1960,39281.51172
PRT,pop,1960,8.644166075
PRT,rgdpe,1970,73305.84375
PRT,pop,1970,8.65134
PRT,rgdpe,1980,108335.8672
PRT,pop,1980,9.750964
PRT,rgdpe,1990,157528.2344
PRT,pop,1990,9.895364
PRT,rgdpe,2000,259565.5469
PRT,pop,2000,10.297112
PRT,rgdpe,2010,323244.6875
PRT,pop,2010,10.596058
PRT,rgdpe,2019,350394.4688
PRT,pop,2019,10.226187
PRY,rgdpe,1960,3950.041748
PRY,pop,1960,1.907979163
PRY,rgdpe,1970,6577.962402
PRY,pop,1970,2.474763
PRY,rgdpe,1980,14058.55176
PRY,pop,1980,3.181625
PRY,rgdpe,1990,20689.85938
PRY,pop,1990,4.223415
PRY,rgdpe,2000,26181.19531
PRY,pop,2000,5.323201
PRY,rgdpe,2010,63633.5
PRY,pop,2010,6.24802
PRY,rgdpe,2019,85493.5
PRY,pop,2019,7.044636
PSE,rgdpe,1970,1578.589844
PSE,pop,1970,1.126629
PSE,rgdpe,1980,3794.008545
PSE,pop,1980,1.510713
PSE,rgdpe,1990,5372.419434
PSE,pop,1990,2.101446
PSE,rgdpe,2000,11878.08008
PSE,pop,2000,3.224003
PSE,rgdpe,2010,17371.95117
PSE,pop,2010,4.055631
PSE,rgdpe,2019,30395.57422
PSE,pop,2019,4.98142
QAT,rgdpe,1970,10285.81055
QAT,pop,1970,0.109514
QAT,rgdpe,1980,17529.75781
QAT,pop,1980,0.223632
QAT,rgdpe,1990,13335.68066
QAT,pop,1990,0.476278
QAT,rgdpe,2000,31665.73438
QAT,pop,2000,0.592468
QAT,rgdpe,2010,240985.0781
QAT,pop,2010,1.856327
QAT,rgdpe,2019,292969.25
QAT,pop,2019,2.832067
ROU,rgdpe,1960,28634.7168
ROU,pop,1960,18.67272454
ROU,rgdpe,1970,62321.64063
ROU,pop,1970,20.548911
ROU,rgdpe,1980,154295.0156
ROU,pop,1980,22.615639
ROU,rgdpe,1990,182133.5313
ROU,pop,1990,23.48916
ROU,rgdpe,2000,181598.1406
ROU,pop,2000,22.137419
ROU,rgdpe,2010,379246.4063
ROU,pop,2010,20.471864
ROU,rgdpe,2019,558225.0625
ROU,pop,2019,19.364557
RUS,rgdpe,1990,2403366.75
RUS,pop,1990,147.531561
RUS,rgdpe,2000,1688101.625
RUS,pop,2000,146.404903
RUS,rgdpe,2010,3403421.5
RUS,pop,2010,143.479274
RUS,rgdpe,2019,4196384.5
RUS,pop,2019,145.872256
RWA,rgdpe,1960,3102.918945
RWA,pop,1960,3.022302075
RWA,rgdpe,1970,3982.946289
RWA,pop,1970,3.757358
RWA,rgdpe,1980,6312.62793
RWA,pop,1980,5.153312
RWA,rgdpe,1990,8104.617188
RWA,pop,1990,7.288882
RWA,rgdpe,2000,7514.164063
RWA,pop,2000,7.933681
RWA,rgdpe,2010,15211.73926
RWA,pop,2010,10.039338
RWA,rgdpe,2019,26964.23438
RWA,pop,2019,12.62695
SAU,rgdpe,1970,118999.7813
SAU,pop,1970,5.836389
SAU,rgdpe,1980,370778.8438
SAU,pop,1980,9.691476
SAU,rgdpe,1990,295483.625
SAU,pop,1990,16.233785
SAU,rgdpe,2000,452881.5
SAU,pop,2000,20.663843
SAU,rgdpe,2010,1416846.25
SAU,pop,2010,27.421461
SAU,rgdpe,2019,1754258.375
SAU,pop,2019,34.268528
SDN,rgdpe,1970,17191.56836
SDN,pop,1970,10.2817
SDN,rgdpe,1980,30479.60156
SDN,pop,1980,14.507468
SDN,rgdpe,1990,39900.40234
SDN,pop,1990,20.14759
SDN,rgdpe,2000,58375.03906
SDN,pop,2000,27.275015
SDN,rgdpe,2010,171743.6094
SDN,pop,2010,34.545013
SDN,rgdpe,2019,512168.9375
SDN,pop,2019,42.813238
SEN,rgdpe,1960,9682.922852
SEN,pop,1960,3.224079475
SEN,rgdpe,1970,10223.90332
SEN,pop,1970,4.257505
SEN,rgdpe,1980,12311.53613
SEN,pop,1980,5.583165
SEN,rgdpe,1990,20872.21094
SEN,pop,1990,7.526307
SEN,rgdpe,2000,25438.43164
SEN,pop,2000,9.797734
SEN,rgdpe,2010,37794.41797
SEN,pop,2010,12.678148
SEN,rgdpe,2019,52001.14063
SEN,pop,2019,16.296364
SGP,rgdpe,1960,4528.470703
SGP,pop,1960,1.644634934
SGP,rgdpe,1970,11937.2627
SGP,pop,1970,2.072283
SGP,rgdpe,1980,30957.18555
SGP,pop,1980,2.411688
SGP,rgdpe,1990,64861.30859
SGP,pop,1990,3.012966
SGP,rgdpe,2000,166275.375
SGP,pop,2000,4.028871
SGP,rgdpe,2010,399293
SGP,pop,2010,5.131172
SGP,rgdpe,2019,514400.5313
SGP,pop,2019,5.804337
SLE,rgdpe,1970,3760.432617
SLE,pop,1970,2.744891
SLE,rgdpe,1980,4264.005859
SLE,pop,1980,3.388495
SLE,rgdpe,1990,6629.835449
SLE,pop,1990,4.319762
SLE,rgdpe,2000,4257.924805
SLE,pop,2000,4.584571
SLE,rgdpe,2010,7552.858398
SLE,pop,2010,6.415634
SLE,rgdpe,2019,13622.05469
SLE,pop,2019,7.813215
SLV,rgdpe,1960,2127.0979
SLV,pop,1960,2.631124973
SLV,rgdpe,1970,3702.490234
SLV,pop,1970,3.673068
SLV,rgdpe,1980,5117.318359
SLV,pop,1980,4.591134
SLV,rgdpe,1990,6124.444824
SLV,pop,1990,5.270079
SLV,rgdpe,2000,14769.17188
SLV,pop,2000,5.887936
SLV,rgdpe,2010,36683.03906
SLV,pop,2010,6.183875
SLV,rgdpe,2019,53767.48438
SLV,pop,2019,6.453553
SRB,rgdpe,1990,113412.2891
SRB,pop,1990,9.517675
SRB,rgdpe,2000,59989.62109
SRB,pop,2000,7.516346
SRB,rgdpe,2010,103710.9688
SRB,pop,2010,7.291436
SRB,rgdpe,2019,121544.1328
SRB,pop,2019,6.99451
STP,rgdpe,1970,152.2356567
STP,pop,1970,0.074564
STP,rgdpe,1980,250.8520355
STP,pop,1980,0.095794
STP,rgdpe,1990,219.8150635
STP,pop,1990,0.119209
STP,rgdpe,2000,253.9575348
STP,pop,2000,0.142262
STP,rgdpe,2010,482.6745911
STP,pop,2010,0.180371
STP,rgdpe,2019,784.4802856
STP,pop,2019,0.215056
SUR,rgdpe,1970,1836.22644
SUR,pop,1970,0.367931
SUR,rgdpe,1980,2341.835449
SUR,pop,1980,0.359519
SUR,rgdpe,1990,2825.558105
SUR,pop,1990,0.405168
SUR,rgdpe,2000,3583.681396
SUR,pop,2000,0.470949
SUR,rgdpe,2010,7609.877441
SUR,pop,2010,0.529131
SUR,rgdpe,2019,8850.105469
SUR,pop,2019,0.581372
SVK,rgdpe,1990,99949.03906
SVK,pop,1990,5.288454
SVK,rgdpe,2000,87941.08594
SVK,pop,2000,5.399211
SVK,rgdpe,2010,154082.0156
SVK,pop,2010,5.404294
SVK,rgdpe,2019,176512.0625
SVK,pop,2019,5.457013
SVN,rgdpe,1990,42710.45703
SVN,pop,1990,2.006405
SVN,rgdpe,2000,48601.67578
SVN,pop,2000,1.987717
SVN,rgdpe,2010,64008.47266
SVN,pop,2010,2.043337
SVN,rgdpe,2019,82550.44531
SVN,pop,2019,2.078654
SWE,rgdpe,1960,109411.1719
SWE,pop,1960,7.491660992
SWE,rgdpe,1970,171954.9844
SWE,pop,1970,8.054916
SWE,rgdpe,1980,196585.9531
SWE,pop,1980,8.316338
SWE,rgdpe,1990,257697.8125
SWE,pop,1990,8.567384
SWE,rgdpe,2000,354020
SWE,pop,2000,8.88164
SWE,rgdpe,2010,438634.2188
SWE,pop,2010,9.390168
SWE,rgdpe,2019,560862.75
SWE,pop,2019,10.036379
SWZ,rgdpe,1970,1173.719482
SWZ,pop,1970,0.431253
SWZ,rgdpe,1980,2465.432373
SWZ,pop,1980,0.587858
SWZ,rgdpe,1990,5462.794434
SWZ,pop,1990,0.82242
SWZ,rgdpe,2000,8405.62793
SWZ,pop,2000,1.005435
SWZ,rgdpe,2010,9398.040039
SWZ,pop,2010,1.064837
SWZ,rgdpe,2019,9682.97168
SWZ,pop,2019,1.14813
SXM,rgdpe,2010,1302.243652
SXM,pop,2010,0.034168
SXM,rgdpe,2019,1512.009521
SXM,pop,2019,0.042388
SYC,rgdpe,1960,260.9156799
SYC,pop,1960,0.040323727
SYC,rgdpe,1970,409.9413757
SYC,pop,1970,0.052368
SYC,rgdpe,1980,789.4005737
SYC,pop,1980,0.066244
SYC,rgdpe,1990,1224.262451
SYC,pop,1990,0.07057
SYC,rgdpe,2000,1882.682495
SYC,pop,2000,0.080996
SYC,rgdpe,2010,1905.656128
SYC,pop,2010,0.091264
SYC,rgdpe,2019,3032.944824
SYC,pop,2019,0.097739
SYR,rgdpe,1960,10133.08105
SYR,pop,1960,4.599543969
SYR,rgdpe,1970,22689.60938
SYR,pop,1970,6.350541
SYR,rgdpe,1980,27671.79883
SYR,pop,1980,8.930774
SYR,rgdpe,1990,16853.49805
SYR,pop,1990,12.446171
SYR,rgdpe,2000,28160.14648
SYR,pop,2000,16.410848
SYR,rgdpe,2010,132460.7656
SYR,pop,2010,21.362529
SYR,rgdpe,2019,96799.375
SYR,pop,2019,17.070135
TCA,rgdpe,1970,20.35942841
TCA,pop,1970,0.005841
TCA,rgdpe,1980,55.97058105
TCA,pop,1980,0.007888
TCA,rgdpe,1990,154.5832062
TCA,pop,1990,0.012111
TCA,rgdpe,2000,373.9082947
TCA,pop,2000,0.020164
TCA,rgdpe,2010,714.7403564
TCA,pop,2010,0.03266
TCA,rgdpe,2019,1144.237915
TCA,pop,2019,0.038191
TCD,rgdpe,1960,4349.821289
TCD,pop,1960,2.974038113
TCD,rgdpe,1970,5100.788574
TCD,pop,1970,3.643604
TCD,rgdpe,1980,4325.232422
TCD,pop,1980,4.51443
TCD,rgdpe,1990,7216.182129
TCD,pop,1990,5.963252
TCD,rgdpe,2000,8771.541016
TCD,pop,2000,8.355654
TCD,rgdpe,2010,25166.66992
TCD,pop,2010,11.952136
TCD,rgdpe,2019,25652.43555
TCD,pop,2019,15.946876
TGO,rgdpe,1960,1800.532349
TGO,pop,1960,1.568119977
TGO,rgdpe,1970,3856.647217
TGO,pop,1970,2.115522
TGO,rgdpe,1980,5737.220703
TGO,pop,1980,2.720839
TGO,rgdpe,1990,6647.795898
TGO,pop,1990,3.774312
TGO,rgdpe,2000,6921.92627
TGO,pop,2000,4.924402
TGO,rgdpe,2010,8088.219238
TGO,pop,2010,6.421679
TGO,rgdpe,2019,17609.67773
TGO,pop,2019,8.082366
THA,rgdpe,1960,33231.93359
THA,pop,1960,27.35969913
THA,rgdpe,1970,89944.48438
THA,pop,1970,36.884536
THA,rgdpe,1980,165988.5625
THA,pop,1980,47.374472
THA,rgdpe,1990,308343.9063
THA,pop,1990,56.558186
THA,rgdpe,2000,504790.7813
THA,pop,2000,62.952642
THA,rgdpe,2010,956741.9375
THA,pop,2010,67.195028
THA,rgdpe,2019,1222420.5
THA,pop,2019,69.625582
TJK,rgdpe,1990,36560.10156
TJK,pop,1990,5.283814
TJK,rgdpe,2000,8147.522949
TJK,pop,2000,6.216341
TJK,rgdpe,2010,18644.65234
TJK,pop,2010,7.527394
TJK,rgdpe,2019,30786.4668
TJK,pop,2019,9.321018
TKM,rgdpe,1990,42758.30469
TKM,pop,1990,3.683967
TKM,rgdpe,2000,40280.29297
TKM,pop,2000,4.516133
TKM,rgdpe,2010,81559.53125
TKM,pop,2010,5.087213
TKM,rgdpe,2019,162288.7344
TKM,pop,2019,5.942089
TTO,rgdpe,1960,6552.48291
TTO,pop,1960,0.83265923
TTO,rgdpe,1970,10692.27148
TTO,pop,1970,0.94536
TTO,rgdpe,1980,27493.08789
TTO,pop,1980,1.084744
TTO,rgdpe,1990,15085.7627
TTO,pop,1990,1.221116
TTO,rgdpe,2000,18303.76172
TTO,pop,2000,1.267153
TTO,rgdpe,2010,40249.23047
TTO,pop,2010,1.328147
TTO,rgdpe,2019,37337.09375
TTO,pop,2019,1.394973
TUN,rgdpe,1960,7141.003418
TUN,pop,1960,4.113181453
TUN,rgdpe,1970,14020.03223
TUN,pop,1970,5.063809
TUN,rgdpe,1980,29877.53125
TUN,pop,1980,6.374039
TUN,rgdpe,1990,47985.64063
TUN,pop,1990,8.242496
TUN,rgdpe,2000,85061.53906
TUN,pop,2000,9.70835
TUN,rgdpe,2010,122848.0781
TUN,pop,2010,10.635244
TUN,rgdpe,2019,125589.875
TUN,pop,2019,11.694719
TUR,rgdpe,1960,139004.5938
TUR,pop,1960,27.52106895
TUR,rgdpe,1970,249767.0156
TUR,pop,1970,34.876303
TUR,rgdpe,1980,360795
TUR,pop,1980,43.975971
TUR,rgdpe,1990,606237.25
TUR,pop,1990,53.92176
TUR,rgdpe,2000,800924.8125
TUR,pop,2000,63.240194
TUR,rgdpe,2010,1402072.5
TUR,pop,2010,72.326988
TUR,rgdpe,2019,2227302
TUR,pop,2019,83.429615
TWN,rgdpe,1960,27243.65625
TWN,pop,1960,10.667705
TWN,rgdpe,1970,80411.5625
TWN,pop,1970,14.582944
TWN,rgdpe,1980,202589.6094
TWN,pop,1980,17.704538
TWN,rgdpe,1990,430896.4375
TWN,pop,1990,20.278946
TWN,rgdpe,2000,789488.875
TWN,pop,2000,22.18453
TWN,rgdpe,2010,1007011
TWN,pop,2010,23.140948
TWN,rgdpe,2019,1153736.25
TWN,pop,2019,23.596027
TZA,rgdpe,1960,12068.30664
TZA,pop,1960,10.05798954
TZA,rgdpe,1970,22860.41211
TZA,pop,1970,13.535481
TZA,rgdpe,1980,32254.83789
TZA,pop,1980,18.538259
TZA,rgdpe,1990,25745.72656
TZA,pop,1990,24.523558
TZA,rgdpe,2000,37378.14844
TZA,pop,2000,32.58318
TZA,rgdpe,2010,92960.25
TZA,pop,2010,43.094401
TZA,rgdpe,2019,131446.9063
TZA,pop,2019,56.379874
UGA,rgdpe,1960,6181.039551
UGA,pop,1960,7.010431606
UGA,rgdpe,1970,10671.94824
UGA,pop,1970,9.4056
UGA,rgdpe,1980,10086.54004
UGA,pop,1980,12.442334
UGA,rgdpe,1990,15282.87695
UGA,pop,1990,17.354392
UGA,rgdpe,2000,28887.16016
UGA,pop,2000,23.650172
UGA,rgdpe,2010,59642.50781
UGA,pop,2010,32.428167
UGA,rgdpe,2019,89423.85938
UGA,pop,2019,44.269594
UKR,rgdpe,1990,609724.8125
UKR,pop,1990,51.463105
UKR,rgdpe,2000,242466.9531
UKR,pop,2000,48.838065
UKR,rgdpe,2010,426267.1875
UKR,pop,2010,45.79209
UKR,rgdpe,2019,562407.125
UKR,pop,2019,43.993638
URY,rgdpe,1960,19406.42383
URY,pop,1960,2.518540254
URY,rgdpe,1970,23820.5
URY,pop,1970,2.809793
URY,rgdpe,1980,29853.70117
URY,pop,1980,2.915389
URY,rgdpe,1990,30117.00781
URY,pop,1990,3.109601
URY,rgdpe,2000,39829.66016
URY,pop,2000,3.319736
URY,rgdpe,2010,60625.28125
URY,pop,2010,3.359275
URY,rgdpe,2019,73451.78125
URY,pop,2019,3.461734
USA,rgdpe,1960,3489464.25
USA,pop,1960,184.6018843
USA,rgdpe,1970,5312460.5
USA,pop,1970,209.513341
USA,rgdpe,1980,7065936
USA,pop,1980,229.476354
USA,rgdpe,1990,9848664
USA,pop,1990,252.120309
USA,rgdpe,2000,14111999
USA,pop,2000,281.710909
USA,rgdpe,2010,16585038
USA,pop,2010,309.011475
USA,rgdpe,2019,20862690
USA,pop,2019,329.064917
UZB,rgdpe,1990,123287.3516
UZB,pop,1990,20.398348
UZB,rgdpe,2000,111710.0938
UZB,pop,2000,24.769955
UZB,rgdpe,2010,209985.1719
UZB,pop,2010,28.515909
UZB,rgdpe,2019,378326.125
UZB,pop,2019,32.981716
VCT,rgdpe,1970,298.9571533
VCT,pop,1970,0.090509
VCT,rgdpe,1980,391.157196
VCT,pop,1980,0.100566
VCT,rgdpe,1990,648.1446533
VCT,pop,1990,0.107484
VCT,rgdpe,2000,859.1248779
VCT,pop,2000,0.107784
VCT,rgdpe,2010,1168.690308
VCT,pop,2010,0.108255
VCT,rgdpe,2019,1317.500488
VCT,pop,2019,0.110589
VEN,rgdpe,1960,62849.21875
VEN,pop,1960,8.004881467
VEN,rgdpe,1970,108859.7969
VEN,pop,1970,11.396393
VEN,rgdpe,1980,173477.1563
VEN,pop,1980,15.182611
VEN,rgdpe,1990,185168.25
VEN,pop,1990,19.632665
VEN,rgdpe,2000,189264.2813
VEN,pop,2000,24.192446
VEN,rgdpe,2010,486814.125
VEN,pop,2010,28.43994
VEN,rgdpe,2019,7166.982422
VEN,pop,2019,28.515829
VGB,rgdpe,1970,67.01953125
VGB,pop,1970,0.009827
VGB,rgdpe,1980,100.1973343
VGB,pop,1980,0.011478
VGB,rgdpe,1990,204.8043518
VGB,pop,1990,0.017489
VGB,rgdpe,2000,991.6401367
VGB,pop,2000,0.020311
VGB,rgdpe,2010,994.2037354
VGB,pop,2010,0.027794
VGB,rgdpe,2019,1147.241577
VGB,pop,2019,0.03003
VNM,rgdpe,1970,36868.39844
VNM,pop,1970,43.404793
VNM,rgdpe,1980,53669.02734
VNM,pop,1980,54.281846
VNM,rgdpe,1990,92879.73438
VNM,pop,1990,67.988862
VNM,rgdpe,2000,179241.3906
VNM,pop,2000,79.910412
VNM,rgdpe,2010,391317.625
VNM,pop,2010,87.967651
VNM,rgdpe,2019,750832.5625
VNM,pop,2019,96.462106
YEM,rgdpe,1990,9128.637695
YEM,pop,1990,11.709993
YEM,rgdpe,2000,21536.50195
YEM,pop,2000,17.409072
YEM,rgdpe,2010,104353.4297
YEM,pop,2010,23.154855
YEM,rgdpe,2019,50048.90234
YEM,pop,2019,29.161922
ZAF,rgdpe,1960,110301.5625
ZAF,pop,1960,16.90338386
ZAF,rgdpe,1970,191193.4375
ZAF,pop,1970,22.069776
ZAF,rgdpe,1980,306925.9063
ZAF,pop,1980,28.556769
ZAF,rgdpe,1990,341340.8438
ZAF,pop,1990,36.800509
ZAF,rgdpe,2000,438895.6563
ZAF,pop,2000,44.967708
ZAF,rgdpe,2010,657645.625
ZAF,pop,2010,51.216964
ZAF,rgdpe,2019,748861
ZAF,pop,2019,58.55827
ZMB,rgdpe,1960,9143.59375
ZMB,pop,1960,3.198477003
ZMB,rgdpe,1970,16054.07422
ZMB,pop,1970,4.179067
ZMB,rgdpe,1980,10032.47559
ZMB,pop,1980,5.851825
ZMB,rgdpe,1990,11380.52441
ZMB,pop,1990,8.036845
ZMB,rgdpe,2000,13513.90137
ZMB,pop,2000,10.415944
ZMB,rgdpe,2010,46988.73828
ZMB,pop,2010,13.605984
ZMB,rgdpe,2019,57954.69141
ZMB,pop,2019,17.86103
ZWE,rgdpe,1960,9562.634766
ZWE,pop,1960,3.847112415
ZWE,rgdpe,1970,15518.30957
ZWE,pop,1970,5.289303
ZWE,rgdpe,1980,23583.40039
ZWE,pop,1980,7.408624
ZWE,rgdpe,1990,55117.04297
ZWE,pop,1990,10.432421
ZWE,rgdpe,2000,42880.08984
ZWE,pop,2000,11.881477
ZWE,rgdpe,2010,27993.52148
ZWE,pop,2010,12.697723
ZWE,rgdpe,2019,42293.99219
ZWE,pop,2019,14.645468
